"AGE","ECONPRIM","ETHGROUP","MSTATUS","QUALNUM","SEX","SOCLASS","HHSPTYPE","TENURE","COBIRTH_dv","COBIRTH"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Flat-comm","Rent job","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Detached","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","3"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"Chinese","Single","0","Female",NA,"Semi-det","Own-occ buy","other","20"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent priv furn","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Terraced","Rent priv furn","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"Black Car","Single","0","Female",NA,"Terraced","Rent LA","other","27"
10,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ outr","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ outr","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"Black Car","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"Pakistani","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"Bangladeshi","Single","0","Female",NA,"Semi-det","Rent priv unf","other","16"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"Black Car","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent priv unf","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"Black Car","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Terraced","Rent priv furn","UK","1"
10,NA,"Pakistani","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
10,NA,"Black Car","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent priv unf","UK","1"
10,NA,"Black Car","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent priv unf","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Own-occ outr","UK","1"
10,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"Black Oth","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent job","UK","1"
10,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
10,NA,"White","Single","0","Male",NA,"Flat-res","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
10,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"Black Oth","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","5"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","5"
11,NA,"White","Single","0","Male",NA,"Detached","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","other","6"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"Black Afr","Single","0","Male",NA,"Terraced","Rent LA","other","37"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent priv unf","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Female",NA,"Flat-res","Rent LA","UK","1"
11,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"Other Asian","Single","0","Female",NA,"Semi-det","Rent LA","other","41"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"Chinese","Single","0","Male",NA,"Semi-det","Rent LA","other","20"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"Other","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"Pakistani","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
11,NA,"Pakistani","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
11,NA,"Other Asian","Single","0","Male",NA,"Terraced","Rent HsAssoc","other","41"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent priv furn","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Flat-res","Rent job","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent priv furn","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","other","6"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Flat-res","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"Other","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Detached","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent priv furn","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Flat-res","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Flat-comm","Rent job","UK","1"
11,NA,"Pakistani","Single","0","Female",NA,"Terraced","Own-occ buy","other","18"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Conv Flat","Rent priv furn","UK","1"
11,NA,"Pakistani","Single","0","Female",NA,"Terraced","Own-occ outr","UK","1"
11,NA,"Pakistani","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
11,NA,"Black Car","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"Black Car","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"Black Oth","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Detached","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
11,NA,"Other","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ outr","UK","1"
11,NA,"Black Oth","Single","0","Female",NA,"Detached","Own-occ buy","UK","1"
11,NA,"Black Oth","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
11,NA,"Pakistani","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
11,NA,"Pakistani","Single","0","Male",NA,"Terraced","Rent priv furn","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","other","8"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
11,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"Black Afr","Single","0","Male",NA,"Terraced","Rent LA","other","37"
12,NA,"White","Single","0","Female",NA,"Detached","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ outr","UK","1"
12,NA,"White","Single","0","Male",NA,"Detached","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Detached","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"Other","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent priv unf","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Black Car","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
12,NA,"White","Single","0","Male",NA,"Flat-res","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Flat-comm","Rent priv furn","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Pakistani","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Other Asian","Single","0","Female",NA,"Flat-comm","Rent job","other","41"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"Bangladeshi","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"Pakistani","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"Indian","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent priv unf","UK","1"
12,NA,"Bangladeshi","Single","0","Female",NA,"Terraced","Own-occ outr","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"Black Oth","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
12,NA,"Other","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
12,NA,"Black Oth","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Conv Flatlet","Rent priv furn","UK","1"
12,NA,"Other","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"Indian","Single","0","Male",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"Black Car","Single","0","Male",NA,"Detached","Own-occ outr","UK","1"
12,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Black Oth","Single","0","Female",NA,"Terraced","Own-occ outr","UK","1"
12,NA,"Pakistani","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"Pakistani","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"Other","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ outr","UK","1"
12,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
12,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Flat-res","Rent LA","UK","1"
13,NA,"Black Oth","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent HsAssoc","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","2"
13,NA,"White","Single","0","Male",NA,"Semi-det","Rent HsAssoc","UK","1"
13,NA,"White","Single","0","Female",NA,"Detached","Rent job","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"Pakistani","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"Pakistani","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"Indian","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Conv Flat","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"Pakistani","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Oth NotSC flat","Rent priv furn","UK","1"
13,NA,"Pakistani","Single","0","Male",NA,"Terraced","Own-occ outr","other","18"
13,NA,"White","Single","0","Male",NA,"Flat-res","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Detached","Own-occ buy","UK","2"
13,NA,"Bangladeshi","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,NA,NA,"UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ outr","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Own-occ buy","other","27"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Terraced","Own-occ outr","UK","1"
13,NA,"White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Male",NA,"Semi-det","Own-occ buy","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
13,NA,"White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
