"AGE","ECONPRIM","ETHGROUP","MSTATUS","QUALNUM","SEX","SOCLASS","HHSPTYPE","TENURE","COBIRTH_dv","COBIRTH"
25,"Emp PT","Black Car","Single","0","Female","IV Part Skill","Flat-res","Rent LA","UK","1"
25,"Other","White","Married","0","Female","V Unskill","Semi-det","Rent LA","UK","1"
25,"Unemp","White","Married","0","Male","V Unskill","Terraced","Rent HsAssoc","UK","1"
25,"Gov scheme","White","Single","0","Female","Inad descr","Terraced","Own-occ buy","UK","1"
25,"Unemp","White","Single","0","Male","V Unskill",NA,NA,"other","24"
26,"Other","Other","Married","0","Female",NA,"Flat-res","Rent LA","other","40"
26,"Perm sick","White","Single","0","Male",NA,"Terraced","Own-occ buy","UK","1"
26,"Perm sick","White","Single","0","Female",NA,"Flat-res","Rent LA","UK","1"
26,"Unemp","White","Married","0","Male",NA,"Semi-det","Rent LA","UK","1"
26,"Other","White","Divorced","0","Female",NA,"Terraced","Rent LA","UK","1"
26,"Other","White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
26,"Other","Chinese","Married","1","Female",NA,"Conv Flat","Rent priv furn","other","41"
26,"Other","White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
26,"Other","White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
26,"Other","White","Married","0","Female",NA,"Semi-det","Rent priv furn","UK","2"
26,"Unemp","White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
26,"Other","White","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
26,"Unemp","White","Single","0","Male",NA,"Oth NotSC bedsit","Rent priv furn","UK","1"
26,"Unemp","Pakistani","Married","0","Female",NA,"Semi-det","Own-occ buy","other","18"
26,"Student","Chinese","Single","1","Male",NA,NA,NA,"other","20"
26,"Other","White","Single","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
26,"Perm sick","White","Single","0","Female",NA,"Terraced","Rent priv furn","UK","1"
26,"Other","White","Married","0","Female",NA,"Terraced","Rent priv unf","UK","1"
26,"Unemp","White","Single","0","Male",NA,"Conv Flatlet","Rent HsAssoc","UK","2"
26,"Other","Pakistani","Married","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
26,"Other","Pakistani","Married","0","Female",NA,"Semi-det","Own-occ buy","other","18"
26,"Other","White","Married","0","Female",NA,"Terraced","Rent LA","other","37"
26,"Other","Pakistani","Married","0","Female",NA,"Terraced","Own-occ buy","other","18"
26,"Other","Black Afr","Married","0","Female",NA,"Terraced","Rent LA","other","11"
26,"Other","Pakistani","Married","0","Female",NA,"Semi-det","Own-occ buy","other","18"
26,"Gov scheme","White","Single","0","Male",NA,"Conv Flat","Own-occ outr","UK","1"
26,"Unemp","White","Single","0","Male",NA,"Semi-det","Rent LA","UK","1"
26,"Student","White","Married","2+","Female",NA,"Semi-det","Own-occ outr","other","40"
26,"Unemp","White","Single","1","Male",NA,"Semi-det","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","Not stated","Semi-det","Rent LA","UK","1"
26,"Self-emp w","Pakistani","Married","0","Male","Not stated","Semi-det","Own-occ outr","UK","1"
26,"Student","White","Remarried","0","Female","Not stated","Terraced","Own-occ buy","UK","1"
26,"Student","White","Single","0","Female","Not stated","Terraced","Rent priv furn","UK","1"
26,"Emp FT","Black Oth","Single","2+","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Semi-det","Rent LA","UK","1"
26,"Emp FT","White","Single","1","Female","II Manag Tech","Conv Flat","Rent priv furn","other","38"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Flat-res","Own-occ buy","UK","1"
26,"Emp FT","White","Single","1","Female","II Manag Tech","Semi-det","Own-occ buy","UK","2"
26,"Self-emp wo","White","Single","0","Male","II Manag Tech","Terraced","Rent job","UK","1"
26,"Student","Chinese","Single","2+","Female","II Manag Tech",NA,NA,"other","41"
26,"Emp FT","White","Married","1","Male","II Manag Tech","Conv Flat","Own-occ buy","UK","1"
26,"Self-emp wo","White","Married","0","Female","IIIN Skilled",NA,NA,"UK","1"
26,"Emp PT","White","Single","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Terraced","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","I Prof","Semi-det","Own-occ outr","UK","1"
26,"Emp FT","Pakistani","Single","1","Male","I Prof","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Male","I Prof","Flat-res","Rent HsAssoc","UK","1"
26,"Emp FT","White","Single","1","Male","I Prof","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Male","I Prof",NA,NA,"UK","1"
26,"Unemp","White","Single","1","Male","II Manag Tech","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Female","II Manag Tech","Oth NotSC bedsit","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","2+","Male","I Prof","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Female","I Prof","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Married","2+","Female","I Prof","Flat-res","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Female","I Prof","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","Indian","Single","2+","Male","II Manag Tech","Semi-det","Own-occ buy","other","10"
26,"Emp FT","White","Single","2+","Female","I Prof","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Single","1","Female","II Manag Tech","Detached","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Female","I Prof","Terraced","Own-occ buy","UK","2"
26,"Unemp","White","Single","2+","Male","II Manag Tech","Terraced","Rent priv furn","UK","1"
26,"Student","White","Single","0","Male","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","1","Male","II Manag Tech","Flat-res","Rent priv furn","UK","1"
26,"Student","White","Single","0","Male","II Manag Tech","Semi-det","Rent priv furn","UK","1"
26,"Unemp","White","Single","1","Male","II Manag Tech","Conv Flat","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","IIIN Skilled","Terraced","Own-occ outr","UK","1"
26,"Emp FT","White","Single","2+","Female","II Manag Tech","Terraced","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","II Manag Tech","Semi-det","Rent priv furn","UK","1"
26,"Emp FT","White","Single","2+","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Student","White","Single","2+","Male","II Manag Tech","Conv Flat","Rent priv furn","UK","1"
26,"Emp PT","White","Remarried","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Divorced","0","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","2+","Male","II Manag Tech","Terraced","Rent priv furn","UK","1"
26,"Emp FT","White","Single","2+","Male","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Other","Black Car","Single","0","Female","II Manag Tech","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","II Manag Tech","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","2+","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
26,"Unemp","Other","Single","1","Male","II Manag Tech","Flat-res","Rent priv unf","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Flat-res","Rent HsAssoc","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Semi-det","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent job","UK","1"
26,"Other","White","Married","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
26,"Student","White","Single","1","Female","IIIN Skilled","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","IIIN Skilled","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Male","IIIN Skilled","Terraced","Rent HsAssoc","UK","1"
26,"Emp FT","White","Married","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
26,"Student","White","Single","1","Male","IIIN Skilled","Terraced","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
26,"Student","White","Married","0","Female","IIIN Skilled","Flat-res","Rent LA","UK","1"
26,"Student","White","Single","1","Male","IIIN Skilled","Terraced","Rent priv furn","UK","1"
26,"Unemp","White","Single","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
26,"Student","White","Single","1","Female","IIIN Skilled","Semi-det","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Married","0","Female","IIIN Skilled","Terraced","Rent HsAssoc","UK","1"
26,"Emp FT","Black Car","Single","0","Female","IIIN Skilled","Detached","Rent LA","UK","1"
26,"Unemp","White","Single","0","Female","IIIN Skilled","Flat-res","Own-occ buy","other","29"
26,"Other","White","Single","0","Female","IIIN Skilled","Semi-det","Rent priv unf","UK","1"
26,"Emp FT","White","Single","0","Male","IV Part Skill","Terraced","Rent LA","UK","1"
26,"Emp PT","Black Oth","Married","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent job","UK","1"
26,"Student","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
26,"Emp PT","White","Married","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
26,"Gov scheme","White","Single","0","Male","IV Part Skill","Semi-det","Own-occ outr","UK","1"
26,"Emp FT","White","Married","0","Male","IV Part Skill","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Single","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
26,"Other","White","Single","0","Female","IIIM Skilled","Flat-res","Rent LA","other","21"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Conv Flat","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
26,"Emp FT","Black Car","Single","1","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
26,"Self-emp wo","White","Married","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Married","0","Female","IV Part Skill","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","Pakistani","Married","0","Male","IIIM Skilled","Terraced","Own-occ buy","other","18"
26,"Emp FT","White","Single","0","Female","IV Part Skill","Conv Flatlet","Rent priv furn","UK","1"
26,"Unemp","White","Married","0","Male","IIIM Skilled","Terraced","Rent priv furn","UK","1"
26,"Unemp","White","Single","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
26,"Perm sick","White","Single","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Single","0","Male","IIIM Skilled","Conv Flat","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","IV Part Skill","Terraced","Rent LA","UK","1"
26,"Self-emp wo","White","Married","0","Male","IV Part Skill","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Single","0","Male","IV Part Skill","Terraced","Rent LA","UK","1"
26,"Student","White","Divorced","0","Male","IIIN Skilled","Flat-comm","Rent priv furn","UK","1"
26,"Emp FT","White","Single","0","Male","IV Part Skill","Terraced","Rent LA","UK","1"
26,"Emp PT","White","Single","0","Female","IV Part Skill","Flat-res","Rent LA","UK","1"
26,"Unemp","White","Single","0","Female","IV Part Skill","Conv Flat","Rent priv furn","UK","1"
26,"Student","White","Single","2+","Male","IV Part Skill","Conv Flat","Rent priv furn","other","38"
26,"Emp PT","White","Married","0","Female","IV Part Skill","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Single","0","Male","IV Part Skill","Flat-res","Rent LA","UK","1"
26,"Emp FT","Pakistani","Single","0","Male","IV Part Skill","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Married","0","Female","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
26,"Unemp","White","Married","1","Female","IV Part Skill","Flat-res","Own-occ buy","other","23"
26,"Emp FT","Black Car","Single","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
26,"Student","Black Afr","Single","0","Male","II Manag Tech","Terraced","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Female","II Manag Tech","Semi-det","Rent LA","UK","1"
26,"Emp PT","White","Married","0","Female","IV Part Skill","Terraced","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Female","IIIM Skilled","Flat-res","Own-occ buy","UK","1"
26,"Emp FT","Black Car","Single","0","Female","IIIN Skilled","Flat-comm","Rent priv furn","UK","1"
26,"Other","White","Single","0","Female","IIIM Skilled","Terraced","Rent LA","UK","1"
26,"Unemp","White","Single","0","Female","IIIM Skilled","Flat-res","Rent HsAssoc","UK","1"
26,"Emp PT","White","Married","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
26,"Unemp","White","Married","0","Male","IIIN Skilled","Terraced","Rent LA","UK","4"
26,"Emp PT","White","Married","0","Female","IIIN Skilled","Flat-res","Rent HsAssoc","UK","1"
26,"Other","White","Single","0","Female","IIIN Skilled","Semi-det","Rent HsAssoc","UK","1"
26,"Emp FT","White","Married","2+","Female","IIIN Skilled","Conv Flat","Rent priv furn","UK","1"
26,"Student","White","Single","0","Female","IIIN Skilled","Conv Flat","Rent priv unf","UK","1"
26,"Emp FT","White","Married","1","Male","IIIN Skilled","Terraced","Own-occ buy","UK","1"
26,"Other","White","Married","0","Female","IV Part Skill","Terraced","Own-occ buy","UK","1"
26,"Other","Black Oth","Single","0","Female","IV Part Skill","Terraced","Rent HsAssoc","UK","1"
26,"Emp PT","White","Married","0","Female","IV Part Skill","Terraced","Own-occ buy","UK","1"
26,"Other","White","Married","0","Female","IV Part Skill","Semi-det","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Terraced","Own-occ outr","UK","1"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Semi-det","Rent LA","UK","1"
26,"Unemp","Pakistani","Single","0","Male","V Unskill","Terraced","Rent priv unf","other","18"
26,"Emp FT","White","Married","0","Male","V Unskill","Semi-det","Rent LA","UK","1"
26,"Unemp","White","Divorced","0","Male","V Unskill","Terraced","Rent LA","UK","1"
26,"Emp FT","White","Married","0","Female","V Unskill","Semi-det","Rent LA","UK","1"
26,"Unemp","White","Single","0","Male","IV Part Skill","Semi-det","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","IIIM Skilled","Detached","Own-occ buy","UK","1"
26,"Emp FT","White","Single","0","Male","V Unskill","Terraced","Rent LA","UK","1"
26,"Emp PT","White","Married","0","Female","V Unskill","Terraced","Rent LA","UK","1"
26,"Unemp","White","Divorced","0","Male","V Unskill","Flat-res","Rent LA","UK","1"
26,"Emp FT","White","Single","0","Male","V Unskill","Terraced","Rent LA","UK","1"
26,"Emp PT","White","Married","0","Male","V Unskill","Terraced","Rent priv furn","UK","1"
27,"Student","Chinese","Married","1","Male",NA,"Flat-res","Rent LA","other","41"
27,"Other","White","Married","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Unemp","Black Oth","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","White","Married","0","Female",NA,"Semi-det","Own-occ buy","UK","1"
27,"Other","White","Divorced","0","Female",NA,"Flat-res","Rent LA","UK","1"
27,"Other","White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","Other Asian","Married","0","Female",NA,"Terraced","Rent priv furn","other","21"
27,"Student","White","Single","0","Male",NA,NA,NA,"other","27"
27,"Student","White","Single","1","Male",NA,NA,NA,"other","32"
27,"Other","White","Married","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Unemp","Black Car","Single","0","Male",NA,"Terraced","Rent LA","UK","1"
27,"Other","White","Married","0","Female",NA,"Semi-det","Rent LA","other","6"
27,"Other","Black Oth","Single","0","Male",NA,"Terraced","Rent HsAssoc","UK","1"
27,"Other","White","Married","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","White","Married","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","White","Single","0","Female",NA,"Semi-det","Rent LA","UK","1"
27,"Other","White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Other","Pakistani","Married","0","Female",NA,"Terraced","Own-occ buy","other","18"
27,"Other","Pakistani","Married","0","Female",NA,"Semi-det","Own-occ buy","other","18"
27,"Unemp","White","Single","0","Female",NA,"Terraced","Rent LA","UK","1"
27,"Emp PT","White","Single","0","Female","Not stated","Semi-det","Rent job","UK","1"
27,"Unemp","White","Single","0","Male","Not stated","Semi-det","Rent LA","UK","1"
27,"Emp FT","White","Married","0","Male","Not stated","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Male","Not stated","Terraced","Rent LA","UK","1"
27,"Unemp","White","Single","1","Male","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","0","Male","II Manag Tech","Terraced","Own-occ outr","UK","1"
27,"Emp FT","White","Single","1","Female","II Manag Tech","Conv Flat","Rent priv furn","UK","1"
27,"Emp FT","White","Single","1","Male","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","Indian","Single","1","Male","II Manag Tech","Terraced","Own-occ buy","other","17"
27,"Emp FT","White","Single","2+","Male","II Manag Tech","Flat-res","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Male","II Manag Tech",NA,NA,"UK","1"
27,"Emp FT","White","Married","1","Male","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Married","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp PT","White","Married","0","Female","II Manag Tech","Semi-det","Rent LA","UK","1"
27,"Emp FT","White","Single","2+","Male","I Prof","Terraced","Own-occ outr","UK","1"
27,"Emp FT","White","Married","1","Male","I Prof","Conv Flat","Rent priv unf","other","29"
27,"Emp FT","Black Oth","Married","1","Female","I Prof","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","1","Male","II Manag Tech","Terraced","Rent priv furn","UK","1"
27,"Emp FT","White","Single","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","2+","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","2+","Female","I Prof","Terraced","Rent priv furn","UK","1"
27,"Emp FT","White","Single","2+","Male","I Prof","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","2+","Male","I Prof","Terraced","Own-occ outr","UK","1"
27,"Emp FT","White","Single","2+","Male","I Prof","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Married","2+","Male","I Prof","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Married","2+","Female","I Prof","Flat-comm","Rent job","UK","1"
27,"Emp FT","White","Married","2+","Male","I Prof","Detached","Own-occ buy","UK","1"
27,"Emp FT","White","Single","2+","Male","II Manag Tech",NA,NA,"UK","4"
27,"Emp FT","White","Married","1","Female","II Manag Tech","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Male","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Single","2+","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Student","White","Single","1","Female","II Manag Tech",NA,NA,"UK","1"
27,"Emp FT","White","Single","0","Female","II Manag Tech","Terraced","Own-occ outr","UK","1"
27,"Emp FT","White","Married","1","Female","II Manag Tech","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Married","2+","Female","II Manag Tech","Terraced","Rent priv furn","UK","1"
27,"Emp FT","White","Married","1","Female","II Manag Tech","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Single","1","Female","II Manag Tech","Semi-det","Own-occ outr","UK","1"
27,"Emp FT","White","Single","0","Male","II Manag Tech","Semi-det","Own-occ outr","UK","1"
27,"Emp FT","White","Single","0","Female","II Manag Tech","Semi-det","Rent HsAssoc","UK","4"
27,"Self-emp wo","White","Single","1","Male","II Manag Tech","Conv Flat","Rent priv furn","UK","1"
27,"Emp FT","White","Married","1","Female","IIIN Skilled","Detached","Own-occ buy","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Divorced","0","Female","IIIN Skilled","Terraced","Rent HsAssoc","UK","1"
27,"Emp PT","White","Divorced","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","3"
27,"Other","White","Married","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Semi-det","Own-occ outr","UK","1"
27,"Emp FT","White","Married","0","Male","IIIN Skilled",NA,NA,"UK","1"
27,"Unemp","White","Single","0","Male","IIIN Skilled","Oth NotSC flat","Rent priv furn","other","7"
27,"Emp FT","White","Married","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
27,"Self-emp wo","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Divorced","0","Female","IIIN Skilled","Semi-det","Own-occ buy","UK","1"
27,"Emp PT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Married","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Female","IIIN Skilled","Semi-det","Own-occ buy","other","40"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Male","IV Part Skill","Terraced","Rent LA","UK","1"
27,"Student","White","Single","0","Male","IV Part Skill",NA,NA,"UK","1"
27,"Emp FT","White","Single","0","Female","IV Part Skill","Flat-res","Own-occ outr","other","37"
27,"Other","Black Car","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp PT","Pakistani","Married","0","Female","IIIN Skilled","Semi-det","Own-occ buy","other","18"
27,"Emp FT","White","Married","0","Female","IIIN Skilled",NA,NA,"UK","1"
27,"Other","White","Married","0","Female","IV Part Skill","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","0","Male","IIIN Skilled","Semi-det","Own-occ buy","other","6"
27,"Self-emp wo","White","Married","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
27,"Perm sick","White","Single","0","Male","IV Part Skill","Flat-res","Rent LA","UK","1"
27,"Emp FT","White","Divorced","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Male","IIIM Skilled","Terraced","Rent priv unf","UK","1"
27,"Unemp","White","Married","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
27,"Self-emp wo","White","Single","0","Male","IIIM Skilled","Oth NotSC bedsit","Rent priv furn","UK","1"
27,"Emp FT","White","Single","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Male","IIIM Skilled","Terraced","Own-occ outr","UK","1"
27,"Emp FT","White","Single","0","Male","IIIM Skilled","Flat-res","Own-occ buy","UK","1"
27,"Emp FT","White","Single","1","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Perm sick","White","Single","0","Male","IIIM Skilled","Terraced","Rent priv unf","UK","1"
27,"Other","White","Single","0","Male","IIIM Skilled","Semi-det","Own-occ outr","UK","1"
27,"Unemp","White","Married","0","Male","IIIM Skilled","Conv Flat","Rent priv furn","UK","5"
27,"Other","White","Single","0","Female","IV Part Skill","Terraced","Rent LA","UK","1"
27,"Unemp","Indian","Single","0","Male","IIIM Skilled","Semi-det","Own-occ buy","other","17"
27,"Emp FT","Black Oth","Single","0","Female","IIIM Skilled","Semi-det","Rent LA","UK","1"
27,"Unemp","White","Married","0","Male","IIIM Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","Black Car","Single","0","Male","IIIM Skilled","Conv Flatlet","Rent HsAssoc","UK","1"
27,"Self-emp w","White","Married","0","Female","IV Part Skill","Terraced","Own-occ buy","UK","1"
27,"Emp FT","White","Single","0","Male","IV Part Skill","Terraced","Own-occ buy","UK","1"
27,"Emp PT","White","Single","0","Female","IV Part Skill",NA,NA,"UK","1"
27,"Gov scheme","Black Car","Single","1","Male","IV Part Skill","Terraced","Rent priv furn","UK","1"
27,"Emp FT","White","Single","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
27,"Other","White","Married","0","Female","IV Part Skill","Semi-det","Rent LA","UK","1"
27,"Unemp","White","Single","0","Female","IV Part Skill","Flat-res","Rent LA","UK","1"
27,"Emp FT","White","Married","0","Female","IV Part Skill","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Married","0","Female","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Unemp","White","Single","1","Female","IV Part Skill","Conv Flat","Rent HsAssoc","UK","1"
27,"Emp FT","White","Single","0","Female","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Other","White","Single","0","Female","IIIN Skilled","Terraced","Rent job","UK","1"
27,"Unemp","White","Single","0","Female","IIIN Skilled","Flat-res","Rent HsAssoc","UK","1"
27,"Other","White","Single","0","Female","IIIN Skilled","Terraced","Rent priv furn","UK","1"
27,"Emp PT","Black Car","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp FT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Emp PT","White","Single","0","Female","IIIN Skilled","Terraced","Rent LA","UK","1"
27,"Unemp","White","Single","0","Male","IV Part Skill","Flat-res","Rent LA","UK","1"
27,"Emp FT","White","Married","0","Male","IV Part Skill","Terraced","Rent LA","UK","3"
27,"Emp FT","White","Single","0","Female","IV Part Skill","Semi-det","Own-occ outr","UK","1"
27,"Emp PT","White","Married","0","Female","IV Part Skill","Terraced","Rent LA","UK","1"
27,"Unemp","White","Single","0","Female","IV Part Skill","Flat-res","Rent LA","UK","2"
27,"Student","White","Divorced","0","Male","IIIM Skilled","Terraced","Rent priv furn","UK","1"
27,"Emp FT","White","Single","0","Male","IV Part Skill","Semi-det","Rent LA","UK","1"
27,"Other","White","Single","0","Female","IV Part Skill","Terraced","Rent HsAssoc","UK","1"
27,"Other","White","Married","0","Female","IV Part Skill","Semi-det","Rent LA","UK","1"
27,"Emp PT","White","Single","0","Female","IV Part Skill","Flat-comm","Rent LA","UK","1"
27,"Self-emp wo","White","Married","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Unemp","White","Married","0","Male","IIIM Skilled","Terraced","Rent priv furn","UK","1"
27,"Emp PT","White","Married","0","Male","IIIM Skilled","Terraced","Own-occ buy","UK","1"
27,"Self-emp wo","Pakistani","Married","0","Male","IIIM Skilled","Semi-det","Own-occ buy","UK","1"
27,"Emp FT","White","Divorced","0","Male","IV Part Skill","Semi-det","Own-occ buy","other","22"
27,"Unemp","White","Single","0","Male","V Unskill","Terraced","Rent LA","UK","2"
27,"Emp FT","White","Single","0","Female","V Unskill","Terraced","Rent LA","UK","1"
